start_set,direction,openalex_id,year,title,doi,title_filter_match,retained_for_next_read
Guerin-Orda,forward,W2117096508,2006,The Prediction Approach in QoS Routing,https://doi.org/10.1109/icc.2006.254881,0,0
Guerin-Orda,forward,W2128512936,2008,A QoS Multicast Routing Protocol with Mobile Prediction Based on MAODV in MANETs,https://doi.org/10.1109/csse.2008.513,1,0
Guerin-Orda,forward,W2162616675,2007,Two additive-constrained path selection in the presence of inaccurate state information,https://doi.org/10.1016/j.comcom.2007.04.020,1,0
Guerin-Orda,forward,W364550667,2003,A QoS Multicast Routing Protocol for Dynamic Group Topology,https://doi.org/10.1007/978-3-540-45209-6_134,0,0
Guerin-Orda,forward,W148859381,2005,Performance of binary exponential backoff CSMA in WiFi and optimal routing in mobile ad hoc networks,https://doi.org/10.46298/dmtcs.3375,0,0
Guerin-Orda,forward,W1590872242,2003,State aggregation using network flows for stochastic networks,https://doi.org/10.1109/glocom.2002.1189067,0,0
Guerin-Orda,forward,W2158628811,2003,Modified distributed quality-of-service routing in wireless mobile ad-hoc networks,https://doi.org/10.1109/melecon.2002.1014595,0,0
Guerin-Orda,forward,W2171761346,2003,Network management information for light-path assessment: trade-off between performance and complexity,https://doi.org/10.1109/infcom.2003.1208972,0,0
Guerin-Orda,forward,W1970271217,2001,Simple alternate routing for differentiated services networks,https://doi.org/10.1016/s1389-1286(01)00224-9,0,0
Guerin-Orda,forward,W1996685943,2012,Using heuristic algorithms for capacity leasing and task allocation issues in telecommunication networks under fuzzy quality of service constraints,https://doi.org/10.1080/00207721.2012.720298,0,0
Guerin-Orda,forward,W2005421889,2002,The calculation of average distance in mesh structures,https://doi.org/10.1016/s0898-1221(02)00264-x,0,0
Guerin-Orda,forward,W2015364884,2007,A kind of topology aggregation algorithm in hierarchical wavelength-routed optical networks,https://doi.org/10.1007/s11107-006-0002-9,0,0
Guerin-Orda,forward,W2046472986,2004,On the effectiveness of alternative paths in QoS routing,https://doi.org/10.1002/dac.623,0,0
Guerin-Orda,forward,W205659001,2006,A Novel Genetic Algorithm to Optimize QoS Multicast Routing,https://doi.org/10.1007/978-3-540-37256-1_20,0,0
Guerin-Orda,forward,W2109717490,2003,Minimum cost routing: Robustness through randomization,https://doi.org/10.1109/isit.2002.1023399,0,0
Guerin-Orda,forward,W2137159533,2012,A Perfect QoS Routing Algorithm for Finding the Best Path for Dynamic Networks,,0,0
Guerin-Orda,forward,W142985675,2008,A Feasible Path Selection Qos Routing Algorithm With Two Constraints In Packet Switched Networks,https://doi.org/10.5281/zenodo.1079851,0,0
Guerin-Orda,forward,W1536309977,2003,Class Dependent Traffic Allocation in a LEO Satellite Network,https://doi.org/10.1023/a:1023451206622,0,0
Guerin-Orda,forward,W1589975314,2003,Fuzzy based paths ordering algorithm in networks with imperfect QoS information,https://doi.org/10.1109/ictel.2003.1191635,0,0
Guerin-Orda,forward,W2069268294,2006,Highly responsive and efficient QoS routing using pre- and on-demand computations along with a new normal measure,https://doi.org/10.1016/j.comnet.2006.04.006,0,0
Guerin-Orda,forward,W2072713897,2013,Novel fuzzy non-dominance shortest path routing and path ordering for QoS aware routing,https://doi.org/10.1109/pimrc.2013.6666732,0,0
Guerin-Orda,forward,W2080988740,2007,On the advantages of optimal end-to-end QoS budget partitioning,https://doi.org/10.1007/s11235-007-9030-8,0,0
Guerin-Orda,forward,W2106763763,2003,Path selection in networks with non-deterministic information,https://doi.org/10.1109/icc.2002.997242,0,0
Guerin-Orda,forward,W2127696323,2007,Two-Phase Modeling of QoS Routing in Communication Networks,https://doi.org/10.1109/icccn.2007.4317985,0,0
Guerin-Orda,forward,W2129826353,2006,Probabilistic QoS Routing inWiFi P2P Networks,https://doi.org/10.1109/aina.2006.275,0,0
Guerin-Orda,forward,W2130043149,2004,QoS provision and routing with stochastic guarantees,https://doi.org/10.1109/qshine.2004.44,0,0
Guerin-Orda,forward,W2138215179,2006,Uncertain Parameters for Multicast Routing Based on a Fuzzy Number Genetic Algorithm,https://doi.org/10.1109/isda.2006.274,1,0
Guerin-Orda,forward,W4246302536,2005,A Kind of Topology Aggregation Algorithm in Hierarchical Wavelength-Routed Optical Networks,https://doi.org/10.1007/s11107-004-5585-4,0,0
Guerin-Orda,forward,W1506073411,2004,Path selection under multiple QoS constraints – a practical approach,https://doi.org/10.3233/hsn-2004-241,0,0
Guerin-Orda,forward,W1549709567,2011,Stability Oriented Routing in Mobile Ad-Hoc Networks Based on Simple Automatons,https://doi.org/10.5772/13315,0,0
Guerin-Orda,forward,W1552424864,2015,Deadline Aware Retransmission Threshold Setting Protocol in Cyber-Physical Systems,https://doi.org/10.1155/2015/271259,0,0
Guerin-Orda,forward,W2048407189,2005,QCOLONY: A MULTI-PHEROMONE BEST-FIT QoS ROUTING ALGORITHM AS AN ALTERNATIVE TO SHORTEST-PATH ROUTING ALGORITHMS,https://doi.org/10.1142/s1469026805001544,0,0
Guerin-Orda,forward,W2139348436,2002,A bandwidth constrained QoS routing algorithm,https://doi.org/10.1109/hpsr.2001.923665,0,0
Guerin-Orda,forward,W2148102536,2011,Layered Sequential Decision Policies for Cross-Layer Design of Wireless Ad-Hoc Networks,https://doi.org/10.1109/icccn.2011.6005917,0,0
Guerin-Orda,forward,W2734451758,2017,Multi Metric Performance for OLSR Routing Protocol in Mobile Ad-Hoc Networks,https://doi.org/10.5121/ijwmn.2017.9304,0,0
Guerin-Orda,forward,W2963364818,2016,Approximation Algorithms for Route Planning with Nonlinear Objectives,https://doi.org/10.1609/aaai.v30i1.10398,0,0
Guerin-Orda,forward,W3158470355,2004,Incentive Compatible Pricing Strategies for QoS Routing,https://doi.org/10.1023/b:nets.0000015655.31348.1b,0,0
Guerin-Orda,forward,W1546782532,2005,Shortest paths in stochastic networks,https://doi.org/10.1109/icon.2004.1409216,0,0
Guerin-Orda,forward,W1947045935,2009,Blocking Probabilities of Multiple Classes in IP Networks with QoS Routing,https://doi.org/10.1007/978-0-387-09703-9_16,0,0
Guerin-Orda,forward,W1971241558,2008,Network design approaches and tradeoffs in QoS route selection with diverse objectives and constraints,https://doi.org/10.1109/milcom.2008.4753405,0,0
Guerin-Orda,forward,W1983883077,2013,Research on QoS Routing in the Internet,https://doi.org/10.1109/hpcc.and.euc.2013.153,0,0
Guerin-Orda,forward,W2023764156,2012,Multicast Routing Algorithm with Multi-QoS Based on Fuzzy Set Thoery,https://doi.org/10.1109/isdea.2012.447,0,0
Guerin-Orda,forward,W2030541204,2007,Energy level accuracy in mobile Ad-Hoc networks using OLSR,https://doi.org/10.5555/1460047.1460065,0,0
Guerin-Orda,forward,W2035881227,2010,Routing for multi-constrained path problem with imprecise additive link state information,https://doi.org/10.1109/iccasm.2010.5620849,1,0
Guerin-Orda,forward,W2130047217,2014,An efficient flooding algorithm for improving network performance in optical WDM networks,https://doi.org/10.1504/ijcse.2014.060675,0,0
Guerin-Orda,forward,W2134131945,2009,A Laplace Transform-Based Method to Stochastic Path Finding,https://doi.org/10.1109/icc.2009.5198619,0,0
Guerin-Orda,forward,W2151741837,2006,Management interface for programmable end-to-end 'data connectivity' provisioning,https://doi.org/10.1109/e2emon.2005.1564466,0,0
Guerin-Orda,forward,W2169860405,2008,QOS multicast routing algorithm with multiple constraints based on GA,https://doi.org/10.1109/icmlc.2008.4620619,0,0
Guerin-Orda,forward,W2181465389,2009,QoS Routing in Diffserv MPLS Networks,https://doi.org/10.22452/mjcs.vol22no2.5,0,0
Guerin-Orda,forward,W2288373473,2014,Advance Bandwidth Scheduling in Software-Defined Networks,https://doi.org/10.1109/glocom.2014.7416950,0,0
Guerin-Orda,forward,W2330014337,2007,Energy Level Accuracy in Mobile Ad-Hoc Networks Using OLSR,https://doi.org/10.4108/wicon.2007.2125,0,0
Guerin-Orda,forward,W2543941145,2006,Ant Agent-Based Multicast Routing with QoS Guarantees,https://doi.org/10.1109/spca.2006.297583,0,0
Guerin-Orda,forward,W4241079497,2015,Advance Bandwidth Scheduling in Software-Defined Networks,https://doi.org/10.1109/glocom.2015.7416950,0,0
Guerin-Orda,forward,W1506988202,2004,MULTISERVICE TRAFFIC ALLOCATION IN LEO SATELLITE COMMUNICATIONS,,0,0
Guerin-Orda,forward,W1567287426,2006,A Book-Ahead Routing Scheme to Reduce Instantaneous Request Call Blocking and Preemption Rate,https://doi.org/10.1109/icon.2005.1635553,0,0
Guerin-Orda,forward,W1586524120,2010,Network Centered Multiple Resource Scheduling in e-Science Applications,https://doi.org/10.1007/978-3-642-11733-6_5,0,0
Guerin-Orda,forward,W1965603130,2014,Media Streams Planning with Uncertain Link Capacities,https://doi.org/10.1109/nca.2014.37,0,0
Guerin-Orda,forward,W2085069575,2011,A Novel Particle Swarm Algorithm to Optimize QoS Unicast Routing,https://doi.org/10.4028/www.scientific.net/amr.230-232.377,0,0
Guerin-Orda,forward,W2114429354,2009,Energy-efficient routing in mobile ad hoc networks: a cautionary tale,https://doi.org/10.1504/ijaacs.2009.024284,0,0
Guerin-Orda,forward,W2143319149,2008,Notice of Violation of IEEE Publication Principles: Research on a Novel Multicast Routing Hybrid Optimization Algorithm and Its Application,https://doi.org/10.1109/euc.2008.191,0,0
Guerin-Orda,forward,W2146864983,2003,Efficient techniques for QoS based path computation and selection in differentiated service networks,https://doi.org/10.1109/izsbc.2002.991755,0,0
Guerin-Orda,forward,W2160180223,2008,Accurately Predicting Residual Energy Levels in MANETs,https://doi.org/10.1109/wimob.2008.17,0,0
Guerin-Orda,forward,W2330826591,2011,To improve the QoS in MANETs through analysis between reactive and proactive routing protocols,https://doi.org/10.5121/cseij.2011.1305,0,0
Guerin-Orda,forward,W2401751943,2006,QoS-based multicast routing optimization algorithms for Internet,https://doi.org/10.1007/s11767-004-0079-1,0,0
Guerin-Orda,forward,W2570533745,2017,Dynamic Quality of Service Stability Based Multicast Routing Protocol for MANETs (DQSMRP),https://doi.org/10.5121/csit.2017.70116,0,0
Guerin-Orda,forward,W2740128461,2015,Construction and Application Of Effective Path Statistics Network,https://doi.org/10.14257/ijhit.2015.8.9.34,0,0
Guerin-Orda,forward,W2979822874,2019,Error Estimate and Fairness in Resource Allocation With Inaccurate Information Sharing,https://doi.org/10.1109/lnet.2019.2946466,1,0
Guerin-Orda,forward,W4234712748,2019,Cloud and Cyber Security Through Crypt-Iris-Based Authentication Approach,https://doi.org/10.4018/978-1-5225-8176-5.ch043,0,0
Guerin-Orda,forward,W2095153631,2002,An effective randomized QoS routing algorithm on networks with inaccurate parameters,https://doi.org/10.1007/bf02949823,1,0
Guerin-Orda,forward,W1506222972,2006,Ant Agent-Based QoS Multicast Routing in Networks with Imprecise State Information,https://doi.org/10.1007/11802372_36,0,0
Guerin-Orda,forward,W3050786036,2020,Traffic routing in stochastic network function virtualization networks,https://doi.org/10.1016/j.jnca.2020.102765,0,0
Guerin-Orda,forward,W1965528277,2013,Multi-constrained Routing Algorithm: A Networking Evaluation,https://doi.org/10.1109/compsacw.2013.107,0,0
Guerin-Orda,forward,W2037287507,2005,An algorithm based on mobile agent for delay constrained least cost unicast routing,https://doi.org/10.1007/bf02832428,0,0
Guerin-Orda,forward,W4293863553,2022,Traffic Routing in Stochastic Network Function Virtualization Networks,https://doi.org/10.1007/978-981-19-4815-2_5,0,0
Guerin-Orda,forward,W2123147821,2001,MQ: an integrated mechanism for multimedia multicasting,https://doi.org/10.1109/6046.909596,0,0
Guerin-Orda,forward,W1484715824,2003,Genetic Algorithm-Based QoS Multicast Routing for Uncertainty in Network Parameters,https://doi.org/10.1007/3-540-36901-5_44,1,0
Guerin-Orda,forward,W4238835908,2000,An efficient algorithm for finding a path subject to two additive constraints,https://doi.org/10.1145/345063.339427,0,0
Guerin-Orda,forward,W2130962615,2002,Performance of the PNNI protocol in large networks,https://doi.org/10.1109/atm.1998.675191,0,0
Guerin-Orda,forward,W2148094359,2003,Efficient provisioning algorithms for network resource virtualization with qos guarantees,,0,0
Guerin-Orda,forward,W2148172108,2007,Localized Route Selection for Traffic with Bandwidth Guarantees,https://doi.org/10.1177/0037549707081185,0,0
Guerin-Orda,forward,W1639158793,2004,QoS multicast routing in networks with uncertain parameter,https://doi.org/10.1109/ipdps.2003.1213449,1,0
Guerin-Orda,forward,W2121890484,2007,Scalable real-time gateway assignment in mobile mesh networks,https://doi.org/10.1145/1364654.1364680,0,0
Guerin-Orda,forward,W2166337697,2002,The effect of network hierarchy structure on performance of ATM PNNI hierarchical routing,https://doi.org/10.1109/icccn.1998.739901,0,0
Guerin-Orda,forward,W184307570,2002,Localized approach to providing quality-of-service,,0,0
Guerin-Orda,forward,W2156026481,2003,An edge router based protocol for fault tolerant handling of advance reservations,https://doi.org/10.1109/icc.2002.997020,0,0
Guerin-Orda,forward,W2161533110,2005,Performance analysis of capacity-aware state aggregation for inter-domain QoS routing,https://doi.org/10.1109/glocom.2004.1378224,0,0
Guerin-Orda,forward,W2101724341,2003,Partial optimization method of topology aggregation for hierarchical QoS routing,https://doi.org/10.1109/icc.2002.997026,0,0
Guerin-Orda,forward,W2249888017,2005,Models and applications of wireless networks in rural environments,,0,0
Guerin-Orda,forward,W2470734798,2018,SCOR: Software-defined Constrained Optimal Routing Platform for SDN,https://doi.org/10.14264/uql.2018.820,0,0
Guerin-Orda,forward,W2951014594,2010,QoS Routing in Smart Grid,https://doi.org/10.48550/arxiv.1003.2142,0,0
Guerin-Orda,forward,W63101472,2008,An effective routing algorithm for real-time applications,,0,0
Guerin-Orda,forward,W1542213604,2005,A Clustering-Based Selective Probing Framework to Support Internet Quality of Service Routing,https://doi.org/10.1007/11603771_41,0,0
Guerin-Orda,forward,W1558682333,2003,QoS routing under adversarial binary uncertainty,https://doi.org/10.1109/icc.2002.997250,1,0
Guerin-Orda,forward,W1983506731,2005,Reducing Encoder Bit-Rate Variation in MPEG Video,https://doi.org/10.1007/s11265-005-4964-0,0,0
Guerin-Orda,forward,W2003968982,2002,Non-greedy minimum interference routing algorithm for bandwidth-guaranteed flows,https://doi.org/10.1016/s0140-3664(02)00055-5,0,0
Guerin-Orda,forward,W2148615012,2002,MODeRN: multicast on-demand QoS-based routing in wireless networks,https://doi.org/10.1109/vetecs.2001.945080,0,0
Guerin-Orda,forward,W2317711602,2003,A Probability-Based QoS Unicast Routing Algorithm,,0,0
Guerin-Orda,forward,W1529408936,2004,Distributed load-sensitive routing for computationally-constrained flows,https://doi.org/10.1109/icc.2003.1203892,0,0
Guerin-Orda,forward,W2124100520,2004,A cognitive framework for performance/resilience optimized multipath routing in networks with unstable topologies,https://doi.org/10.1109/wcnc.2003.1200533,0,0
Guerin-Orda,forward,W2128510713,2004,Network provisioning as a game against nature: a multicommodity network flow model under uncertain demands,https://doi.org/10.1109/icc.2003.1203878,0,0
Guerin-Orda,forward,W2143562381,2005,Evaluating the impact of flooding schemes on best-effort traffic,https://doi.org/10.1109/glocom.2005.1577732,0,0
Guerin-Orda,forward,W2163009448,2002,A robust QoS routing algorithm for hierarchical networks,https://doi.org/10.1109/icct.2000.890967,0,0
Guerin-Orda,forward,W2170240287,2002,An efficient edge-based congestion management for a differentiated services domain,https://doi.org/10.1109/icccn.2000.885473,0,0
Guerin-Orda,forward,W2949406175,2015,The Complexity of the Kth Largest Subset Problem and Related Problems,https://doi.org/10.48550/arxiv.1501.06729,0,0
Guerin-Orda,forward,W765489954,2001,QoS routing in packet networks,,0,0
Guerin-Orda,forward,W1599207816,2000,Programming Active Networks Using Active Pipes,https://doi.org/10.7936/k7xs5sng,0,0
Guerin-Orda,forward,W1760267806,2001,QoS Routing with Incomplete Information by Analog Computing Algorithms,https://doi.org/10.1007/3-540-45412-8_10,0,0
Guerin-Orda,forward,W2035388782,2000,QoS routing with outdated network knowledge,https://doi.org/10.1049/el:20000948,0,0
Guerin-Orda,forward,W2112867752,2000,Hierarchical source routing using implied costs,https://doi.org/10.1016/s1389-1286(00)00119-5,0,0
Guerin-Orda,forward,W2113426865,2006,QRP02-4: Probabilistic Path Selection under Inaccuracy via Augmented Shortest Path Algorithms,https://doi.org/10.1109/glocom.2006.427,1,0
Guerin-Orda,forward,W2153595466,2003,Network management information for light-path assessment,https://doi.org/10.1109/isit.2002.1023398,0,0
Guerin-Orda,forward,W2169535474,2001,Efficient routing with quality-of-service requirements,https://doi.org/10.1109/iscc.2001.935394,0,0
Guerin-Orda,forward,W2489966150,2003,Quality of service based end-to-end SiMO routing framework in differentiated services networks,https://doi.org/10.1109/ipccc.2002.995180,0,0
Guerin-Orda,forward,W2520086776,2004,DiffServ/MPLS Network Design and Management,,0,0
Guerin-Orda,forward,W258386909,2002,Randomized Routing as a Regularized Solution to the Route Cost Minimization Problem,,0,0
Guerin-Orda,forward,W2734743339,2013,Aspects technologiques et économiques de la qualité de service dans les alliances de fournisseurs de services,,0,0
Guerin-Orda,forward,W1497323095,2005,End-to-End ‘Data Connectivity’ Management for Multimedia Networking,https://doi.org/10.1007/11572831_17,0,0
Guerin-Orda,forward,W1835616846,2001,Bandwidth Reallocation Techniques for Admitting High Priority Real-Time Calls in ATM Networks,https://doi.org/10.1007/3-540-47728-4_54,0,0
Guerin-Orda,forward,W1835860225,2003,Computing path-tables of quickest paths under different routing mechanisms,https://doi.org/10.1109/icc.2002.997259,0,0
Guerin-Orda,forward,W1898984292,2007,Slack allocation techniques for intra-path load balancing,https://doi.org/10.3233/hsn-2007-317,0,0
Guerin-Orda,forward,W1967276780,2002,Robust traffic engineering,https://doi.org/10.1145/605521.605529,0,0
Guerin-Orda,forward,W2054837456,2007,Quality-of-service provisioning via stochastic path selection under Weibullian link delays,https://doi.org/10.1145/1577222.1577238,0,0
Guerin-Orda,forward,W2080445565,2005,Routing for multi-constrained path problem with imprecise state information,https://doi.org/10.1109/icact.2005.245900,0,0
Guerin-Orda,forward,W2107093004,2006,A Premium Traffic Management in DiffServ Through End-to-End Delay Budget Partitioning,https://doi.org/10.4304/jcm.1.3.29-40,0,0
Guerin-Orda,forward,W2108715580,2006,QoS protocol and algorithm join forces,https://doi.org/10.1109/chinacom.2006.344729,0,0
Guerin-Orda,forward,W2111280719,2004,A simulation study of combined routing and contention resolution algorithms in connection-oriented OPS network scenario,https://doi.org/10.1109/icton.2004.1360240,0,0
Guerin-Orda,forward,W2112333629,2004,New routing algorithm to meet IP QoS for new IP router,https://doi.org/10.1109/casset.2004.1322928,0,0
Guerin-Orda,forward,W2114859250,2004,Neural approximation of team optimal dynamic routing in IP networks,https://doi.org/10.1109/cdc.2004.1429623,0,0
Guerin-Orda,forward,W2121306061,2005,Advances in QoS Path(s) Selection Problem,https://doi.org/10.1109/iscas.2005.1464550,0,0
Guerin-Orda,forward,W2128228594,2009,Admission control in computer networks with uncertain parameters,https://doi.org/10.1108/03684920910976970,0,0
Guerin-Orda,forward,W2151194642,2003,Extended precomputation based selective probing (PCSP) scheme for QoS routing in ad-hoc networks,https://doi.org/10.1109/vetecf.2002.1040434,0,0
Guerin-Orda,forward,W2156524478,2010,Performance-Oriented Routing in Telecommunication Networks,https://doi.org/10.1109/glocom.2010.5685231,0,0
Guerin-Orda,forward,W2165815550,2007,State information accuracy in mobile ad-hoc networks using OLSR,https://doi.org/10.22215/etd/2007-07570,0,0
Guerin-Orda,forward,W2268706524,2015,Approximation Algorithms for Route Planning with Nonlinear Objectives,https://doi.org/10.48550/arxiv.1511.07412,0,0
Guerin-Orda,forward,W2401453330,2001,Policy-Based Management Providing QoS in a DiffServ Domain.,,0,0
Guerin-Orda,forward,W2414194445,2009,Topology abstraction service for IP virtual private networks,https://doi.org/10.22215/etd/2009-06496,0,0
Guerin-Orda,forward,W2536098914,2005,Multi-constrained pre-computation based selective probing (MC-PCSP) scheme for distributed QoS routing,https://doi.org/10.1109/apcc.2004.1391687,0,0
Guerin-Orda,forward,W4235438896,2014,Stochastic Optimization for Emerging Wireless Networking Paradigms with Imperfect Network State Information,https://doi.org/10.22215/etd/2014-10595,1,0
Guerin-Orda,forward,W100020758,2006,Algorithm for multi-constrained path selection based on experimental analysis,https://doi.org/10.1016/s1004-4132(07)60040-1,0,0
Guerin-Orda,forward,W102997583,2010,Encaminhamento inter-domínio com qualidade de serviço,,0,0
Guerin-Orda,forward,W1129746988,2009,Intra-Domain Statistical Quality of Service Routing,,0,0
Guerin-Orda,forward,W125368737,2001,Topology Aggregation for Directed,,0,0
Guerin-Orda,forward,W1513791469,2002,"Source routing in networks with uncertainty: inference, sensitivity and path caching",https://doi.org/10.1109/glocom.2000.892047,1,0
Guerin-Orda,forward,W1529438033,2004,Cost-based QoS routing,https://doi.org/10.1109/icccn.2003.1284213,0,0
Guerin-Orda,forward,W1540858800,2015,Controllable Network Architecture Based on SDN,https://doi.org/10.1109/icisce.2015.46,0,0
Guerin-Orda,forward,W1541275160,2000,다중 QoS 제약형 네트워크에서의 멀티캐스트 코어 선택 알고리즘,,0,0
Guerin-Orda,forward,W1552965164,2003,An Adaptive Multicast Tree with QoS Support for Heterogeneous Recipients,https://doi.org/10.1023/a:1022813720536,0,0
Guerin-Orda,forward,W156079436,2005,Resilient interdomain routing with bgp: protocols and reliability engineering,,0,0
Guerin-Orda,forward,W1568276410,2007,Users Dimensioning and Traffic Modelling in Rural e-Health Services,https://doi.org/10.1007/978-3-540-74833-5_2,0,0
Guerin-Orda,forward,W1582265327,2009,Principles and Mechanisms for Quality of Service in Networks,https://doi.org/10.1002/9780470611470.ch2,0,0
Guerin-Orda,forward,W1601668419,2009,Adaptive Network Layer,https://doi.org/10.1002/9780470745724.ch7,0,0
Guerin-Orda,forward,W1779957395,2010,Algorytmy przeciwdziałania przeciążeniom w sieciach komputerowych z wykorzystaniem zmiennych niepewnych,,0,0
Guerin-Orda,forward,W1784187196,2007,Revenue-Driven Bandwidth Management for End-to-End Connectivity over IP Networks,https://doi.org/10.1007/978-3-540-77444-0_52,0,0
Guerin-Orda,forward,W1798404174,2009,Realizing Quality-Of-Service With Link Lifetime Prediction In Mobile Ad Hoc Networks,,0,0
Guerin-Orda,forward,W1836794222,2011,Maximum Delay Computation under Traffic Matrix Uncertainty and Its Application to Interdomain Path Selection,https://doi.org/10.1007/978-3-642-21527-8_24,1,0
Guerin-Orda,forward,W185966676,2009,Coerced Delay And Multi Additive Constraints Qos Routing Schemes,https://doi.org/10.5281/zenodo.1085783,0,0
Guerin-Orda,forward,W1973716874,2007,A evolutionary algorithm for QoS routing under uncertain parameters,https://doi.org/10.2991/iske.2007.218,1,0
Guerin-Orda,forward,W2037511243,2010,A conservative scheme for distributed low-delay routing in MANETs,https://doi.org/10.1109/pimrc.2010.5671950,0,0
Guerin-Orda,forward,W2059496655,2006,Flow management for QoS-controlled ‘data connectivity’ provisioning,https://doi.org/10.1016/j.comcom.2006.11.009,0,0
Guerin-Orda,forward,W2103109503,2008,An Efficient Scheduling Scheme for Assigning Transmission Opportunity in QoS-Guaranteed Wireless LAN,https://doi.org/10.1093/ietfec/e91-a.7.1562,0,0
Guerin-Orda,forward,W2105948535,2003,A framework for local QoS prediction in mobile wireless networks,https://doi.org/10.1109/vetecf.2003.1286389,0,0
Guerin-Orda,forward,W2110975049,2005,A cost transformation based routing mechanism and its applications on constraint-routing problems,https://doi.org/10.1109/ngi.2005.1431667,0,0
Guerin-Orda,forward,W2113226848,2002,A tunable QoS routing algorithm,https://doi.org/10.1109/wcica.2000.862439,0,0
Guerin-Orda,forward,W2122850754,2006,Adaptive Call Admission Control for Real Time Video Communications Based on Delay Probability Distribution,https://doi.org/10.1109/icniconsmcl.2006.41,0,0
Guerin-Orda,forward,W2123145358,2008,Online control techniques for optimal management of bandwidth over shared infrastructure networks,https://doi.org/10.1109/lcn.2008.4664206,0,0
Guerin-Orda,forward,W2127169566,2005,The analysis of QoS assurance in the later-domain services,https://doi.org/10.1109/iti.2005.1491179,0,0
Guerin-Orda,forward,W2130835518,2004,An efficient scheme for QoS information update among edge routers using multicast,https://doi.org/10.1109/icccn.2003.1284208,0,0
Guerin-Orda,forward,W2131868681,2002,ICM: the R/sup 2/ED and edge-based congestion management,https://doi.org/10.1109/icc.2001.937034,0,0
Guerin-Orda,forward,W2136351093,2008,Research on QoS Multicast Routing Optimization Algorithm Based on Hybrid Genetic Algorithm,https://doi.org/10.1109/wicom.2008.1024,0,0
Guerin-Orda,forward,W2141006364,2004,On route exploration capabilities of multi-path routing in variable topology ad hoc networks,https://doi.org/10.1109/imtc.2004.1351309,0,0
Guerin-Orda,forward,W2143226428,2006,Pre-computation based selective probing (PCSP) scheme for distributed quality of service (QoS) routing with imprecise state information,https://doi.org/10.1109/jcn.2006.6182907,0,0
Guerin-Orda,forward,W2143951425,2007,Statistical Bandwidth Sharing in End-to-End Connectivity Management over Bandwidth-provisioned Networks,https://doi.org/10.1109/icccn.2007.4317848,0,0
Guerin-Orda,forward,W2144278640,2004,A routing algorithm based loading ratio in nodes,https://doi.org/10.1109/ccece.2004.1345107,0,0
Guerin-Orda,forward,W2145601264,2011,Investigation of QoS Multicast Routing Based on Intelligent Multiple Constrained,https://doi.org/10.5539/cis.v4n4p64,0,0
Guerin-Orda,forward,W2147321106,2008,An Algorithm for Multicast Optimal Partition of QoS with Uncertain Condition,https://doi.org/10.1109/icnc.2008.914,0,0
Guerin-Orda,forward,W2149646890,2003,Link and Path Metrics for Broadband Networks: Simulation Studies using the Encourager Program,https://doi.org/10.1007/978-0-387-35673-0_20,0,0
Guerin-Orda,forward,W2151497822,2008,Stochastically Guaranteed Routing for Additive Link Metrics with Unknown Distributions,https://doi.org/10.1109/iwqos.2008.28,0,0
Guerin-Orda,forward,W2155000886,2002,SCHEDULING AND MANAGEMENT OF REAL-TIME COMMUNICATION IN POINT-TO-POINT WIDE AREA NETWORKS,,0,0
Guerin-Orda,forward,W2158364550,2002,Quality of service routing with static priority state advertisement,https://doi.org/10.1109/eurcon.2001.937764,0,0
Guerin-Orda,forward,W2161477085,2011,The QoS Routing for Anycast Message,https://doi.org/10.1109/isie.2011.131,0,0
Guerin-Orda,forward,W2168793027,2005,Minimizing the impact of stale link state information on QoS routing,https://doi.org/10.1109/glocom.2005.1577665,1,1
Guerin-Orda,forward,W2169239569,2002,On resource management in multi-service network,https://doi.org/10.1109/lcn.2001.990770,0,0
Guerin-Orda,forward,W2171829242,2014,Impact of Variable Bit Rate and Packet Size on the Performance Evaluation of Neighbor Aware AODV and DSDV Routing Protocols for MANET's,https://doi.org/10.5120/16033-5153,0,0
Guerin-Orda,forward,W2184534360,2001,"INDEXING TERMS: QoS Routing, update of link states",,1,0
Guerin-Orda,forward,W2186957466,2012,A NEW SOLUTION OF PEER-TO-PEER ANONYMOUS COMMUNICATION,,0,0
Guerin-Orda,forward,W2186988879,2001,Lagrange Relaxation Based Method for the QoS Routing Problem,,0,0
Guerin-Orda,forward,W2187265312,2008,Network-Layer Resource Allocation for Wireless Ad Hoc Networks,,0,0
Guerin-Orda,forward,W2187665435,2000,A Hierarchical Multilayer QoS Routing System with,,0,0
Guerin-Orda,forward,W2213978027,2011,Mathematical models of QoS management for communication networks,,0,0
Guerin-Orda,forward,W2267269981,2015,Optimized Secure Protocol for MANET through Biometric Approach,,0,0
Guerin-Orda,forward,W2267415916,2008,Uma alternativa a inundação baseada em tabelas de dispersão para planos de controle de redes opticas,https://doi.org/10.47749/t/unicamp.2008.437138,0,0
Guerin-Orda,forward,W2286025681,2015,About a new localized multi-criterion routing algorithm – a solution to assure quality of network,https://doi.org/10.1109/commantel.2015.7394292,0,0
Guerin-Orda,forward,W2296075906,2015,A fuzzy non-dominance approach for network routing with inaccurate information,,1,0
Guerin-Orda,forward,W2462344052,2016,Study SIP Protocol on Asterisk Phone System and Offer Solutions to Its Security,https://doi.org/10.11648/j.wcmc.20160403.11,0,0
Guerin-Orda,forward,W2462621912,2001,References and Further Reading,https://doi.org/10.1007/978-3-7091-6247-7_8,0,0
